Revenue	MarketCap	Exchange
62667.0	276026.0	NASDAQ National Market
2092482.0	2456710.0	New York Stock Exchange (NYSE)
0.0	175617.0	NASDAQ National Market
976144.0	1731612.0	New York Stock Exchange (NYSE)
52952.0	191367.0	NASDAQ National Market
441878.0	3484818.0	New York Stock Exchange (NYSE)
0.0	103594.0	NASDAQ National Market
143023.0	137225.0	NASDAQ National Market
12070.0	1552925.0	NASDAQ National Market
6916.0	93780.0	NASDAQ National Market
318694.0	1800594.0	New York Stock Exchange (NYSE)
61593.0	371360.0	NASDAQ National Market
1034626.0	833912.0	New York Stock Exchange (NYSE)
0.0	896972.0	NASDAQ National Market
1257560.0	1377834.0	New York Stock Exchange (NYSE)
112500.0	288697.0	NASDAQ National Market
159381.0	86489.0	NASDAQ National Market
3997702.0	3364795.0	New York Stock Exchange (NYSE)
382597.0	48728.0	NASDAQ National Market
4232.0	53111.0	NASDAQ National Market
10675000.0	71552618.0	New York Stock Exchange (NYSE)
389810.0	519939.0	NASDAQ National Market
424323.0	77369.0	NASDAQ National Market
1839726.0	1016704.0	New York Stock Exchange (NYSE)
550278.0	32842.0	New York Stock Exchange (NYSE)
192731.0	901338.0	NASDAQ National Market
2140830.0	4846931.0	New York Stock Exchange (NYSE)
358875.0	1918086.0	New York Stock Exchange (NYSE)
32053000.0	34975776.0	NASDAQ National Market
5387000.0	7086093.0	New York Stock Exchange (NYSE)
29.0	27912.0	NASDAQ National Market
720605.0	218759.0	New York Stock Exchange (NYSE)
237279.0	1763448.0	New York Stock Exchange (NYSE)
0.0	166366.0	NASDAQ National Market
444521.0	5636351.0	New York Stock Exchange (NYSE)
8895300.0	8986783.0	New York Stock Exchange (NYSE)
782270.0	11635552.0	New York Stock Exchange (NYSE)
1807368.0	3176517.0	NASDAQ National Market
61376.0	5784.0	NASDAQ National Market
930990.0	1781487.0	New York Stock Exchange (NYSE)
152960.0	16819.0	NASDAQ National Market
1249180.0	2609817.0	New York Stock Exchange (NYSE)
714623.0	2883827.0	New York Stock Exchange (NYSE)
341276.0	559614.0	NASDAQ National Market
887700.0	1150866.0	New York Stock Exchange (NYSE)
138728.0	20773.0	NASDAQ National Market
255162.0	2800627.0	New York Stock Exchange (NYSE)
68607.0	319465.0	NASDAQ National Market
789147.0	749447.0	NASDAQ National Market
420919.0	1433646.0	New York Stock Exchange (NYSE)
40112.0	148335.0	NASDAQ National Market
15813.0	28858.0	NYSE MKT
198955.0	410681.0	New York Stock Exchange (NYSE)
282.0	303308.0	NASDAQ National Market
4328000.0	1147570.0	New York Stock Exchange (NYSE)
11069400.0	1994070.0	NASDAQ National Market
271600.0	1526370.0	NASDAQ National Market
138533.0	75197.0	NASDAQ National Market
5214300.0	2884554.0	NASDAQ National Market
622967.0	2638395.0	NASDAQ National Market
134706.0	213973.0	NASDAQ National Market
1529584.0	2477953.0	NASDAQ National Market
45322.0	90061.0	NASDAQ National Market
612732.0	3001225.0	NASDAQ National Market
17928000.0	275990449.0	NASDAQ National Market
170912.0	147883.0	NASDAQ National Market
428665.0	199986.0	New York Stock Exchange (NYSE)
837591.0	5000334.0	New York Stock Exchange (NYSE)
3742736.0	1628817.0	New York Stock Exchange (NYSE)
4606.0	45024.0	NASDAQ National Market
670199.0	505939.0	New York Stock Exchange (NYSE)
3185.0	143045.0	NASDAQ National Market
549711.0	1759110.0	New York Stock Exchange (NYSE)
1626900.0	520300.0	New York Stock Exchange (NYSE)
116186.0	331696.0	NASDAQ National Market
101369.0	234839.0	NASDAQ National Market
25146000.0	1420854.0	NASDAQ National Market
3342804.0	1474376.0	New York Stock Exchange (NYSE)
0.0	58567.0	NASDAQ National Market
205804.0	26184.0	NASDAQ National Market
1005480.0	11524957.0	New York Stock Exchange (NYSE)
369250.0	689264.0	New York Stock Exchange (NYSE)
15517.0	91312.0	NASDAQ National Market
161676.0	173700.0	NASDAQ National Market
1090630.0	721749.0	NASDAQ National Market
167652.0	394336.0	New York Stock Exchange (NYSE)
3206405.0	5354944.0	New York Stock Exchange (NYSE)
6643900.0	6232362.0	New York Stock Exchange (NYSE)
1995019.0	306554.0	New York Stock Exchange (NYSE)
185279.0	19526.0	NASDAQ National Market
1162346.0	8975869.0	New York Stock Exchange (NYSE)
928052.0	11475790.0	New York Stock Exchange (NYSE)
29213.0	8541.0	NYSE MKT
269311.0	139735.0	NASDAQ National Market
448132.0	4680.0	NASDAQ National Market
144427.0	946417.0	NASDAQ National Market
181943.0	1632560.0	New York Stock Exchange (NYSE)
42152.0	112938.0	NASDAQ National Market
0.0	744504.0	NASDAQ National Market
4308300.0	6456693.0	New York Stock Exchange (NYSE)
2789345.0	1471775.0	New York Stock Exchange (NYSE)
6672317.0	15269748.0	NASDAQ National Market
108867.0	979106.0	New York Stock Exchange (NYSE)
302704.0	596329.0	New York Stock Exchange (NYSE)
10641.0	146270.0	NYSE MKT
9363800.0	2993816.0	New York Stock Exchange (NYSE)
14124.0	4258.0	NASDAQ National Market
7680.0	8087.0	NYSE MKT
23459000.0	53720718.0	New York Stock Exchange (NYSE)
636399.0	2527310.0	NASDAQ National Market
3633415.0	891266.0	New York Stock Exchange (NYSE)
34138.0	1156364.0	NYSE MKT
191181.0	300375.0	NASDAQ National Market
42397.0	11315.0	NASDAQ National Market
239887.0	53692.0	NASDAQ National Market
1058996.0	411582.0	NASDAQ National Market
4960608.0	3344571.0	New York Stock Exchange (NYSE)
635774.0	5029754.0	New York Stock Exchange (NYSE)
0.0	454702.0	NASDAQ National Market
259769.0	366076.0	New York Stock Exchange (NYSE)
0.0	46956.0	NASDAQ National Market
333095.0	121019.0	NASDAQ National Market
301373.0	435302.0	New York Stock Exchange (NYSE)
7245731.0	4902712.0	New York Stock Exchange (NYSE)
1249200.0	4377691.0	New York Stock Exchange (NYSE)
192419.0	959646.0	NASDAQ National Market
299611.0	490991.0	New York Stock Exchange (NYSE)
72125.0	68098.0	NYSE MKT
778200.0	1968731.0	NASDAQ National Market
0.0	96235.0	NASDAQ National Market
0.0	76510.0	NASDAQ National Market
9787036.0	1981617.0	New York Stock Exchange (NYSE)
40894.0	115349.0	NASDAQ National Market
13268000.0	15327231.0	NASDAQ National Market
10535000.0	3921623.0	New York Stock Exchange (NYSE)
1455094.0	1302791.0	New York Stock Exchange (NYSE)
1164500.0	1770590.0	New York Stock Exchange (NYSE)
5731549.0	10204296.0	New York Stock Exchange (NYSE)
4712000.0	3630718.0	New York Stock Exchange (NYSE)
355057.0	428245.0	NASDAQ National Market
1752401.0	1055056.0	New York Stock Exchange (NYSE)
112500.0	420156.0	NASDAQ National Market
7167.0	17816.0	NASDAQ National Market
31348.0	83362.0	NASDAQ National Market
6658600.0	6860692.0	New York Stock Exchange (NYSE)
4275054.0	2512776.0	NASDAQ National Market
1476.0	90582.0	NASDAQ National Market
0.0	647194.0	NASDAQ National Market
2060523.0	8249277.0	NASDAQ National Market
164459.0	615352.0	NASDAQ National Market
5619224.0	133941.0	New York Stock Exchange (NYSE)
50867.0	41651.0	New York Stock Exchange (NYSE)
263397.0	95356.0	NASDAQ National Market
146181.0	27938.0	NASDAQ National Market
331195.0	1235186.0	New York Stock Exchange (NYSE)
4687.0	31861.0	NASDAQ National Market
0.0	64853.0	NASDAQ National Market
810933.0	4000226.0	NASDAQ National Market
135303.0	23810.0	NYSE MKT
72850.0	212763.0	NASDAQ National Market
80442.0	37044.0	NYSE MKT
92685.0	318496.0	NASDAQ National Market
112500.0	1347272.0	New York Stock Exchange (NYSE)
151659.0	316490.0	New York Stock Exchange (NYSE)
5483700.0	9562430.0	New York Stock Exchange (NYSE)
5096000.0	2077956.0	New York Stock Exchange (NYSE)
0.0	108014.0	NASDAQ National Market
3578995.0	5102031.0	NASDAQ National Market
61570.0	339106.0	NASDAQ National Market
357249.0	98529.0	NASDAQ National Market
108530.0	90425.0	New York Stock Exchange (NYSE)
32265.0	15512.0	NASDAQ National Market
33284.0	154411.0	NASDAQ National Market
3452.0	80142.0	NASDAQ National Market
125969.0	110654.0	New York Stock Exchange (NYSE)
1929415.0	1104307.0	NASDAQ National Market
177971.0	121657.0	NASDAQ National Market
1262188.0	2308489.0	NASDAQ National Market
3011.0	83860.0	NASDAQ National Market
16574.0	298148.0	NASDAQ National Market
23693.0	95517.0	NASDAQ National Market
273499.0	1010876.0	NASDAQ National Market
112500.0	371076.0	NASDAQ National Market
22687.0	27588.0	NASDAQ National Market
1512299.0	683814.0	NASDAQ National Market
0.0	8703.0	NASDAQ National Market
27130.0	2764.0	NASDAQ National Market
2240.0	50459.0	NASDAQ National Market
9801.0	16471.0	NASDAQ National Market
863.0	137304.0	NASDAQ National Market
2050200.0	2115270.0	New York Stock Exchange (NYSE)
4881000.0	4747743.0	New York Stock Exchange (NYSE)
2319.0	185320.0	NASDAQ National Market
209240.0	134794.0	NASDAQ National Market
11686.0	162531.0	NASDAQ National Market
27182.0	245734.0	NASDAQ National Market
59346.0	25605.0	NYSE MKT
856878.0	275989.0	NASDAQ National Market
325078.0	879786.0	NASDAQ National Market
336815.0	225646.0	NASDAQ National Market
238068.0	1680863.0	New York Stock Exchange (NYSE)
5234000.0	21667374.0	New York Stock Exchange (NYSE)
1497615.0	1405668.0	New York Stock Exchange (NYSE)
634545.0	5202022.0	NASDAQ National Market
49503.0	149321.0	NASDAQ National Market
173837.0	96468.0	New York Stock Exchange (NYSE)
2852609.0	4226305.0	New York Stock Exchange (NYSE)
140127.0	67176.0	NASDAQ National Market
38106.0	104821.0	NASDAQ National Market
8066.0	207147.0	NASDAQ National Market
1750.0	295463.0	NASDAQ National Market
172485.0	41345.0	NASDAQ National Market
3870000.0	2119224.0	New York Stock Exchange (NYSE)
1317299.0	2508647.0	New York Stock Exchange (NYSE)
73664.0	36619.0	NASDAQ National Market
446500.0	909056.0	NASDAQ National Market
5850633.0	279738.0	New York Stock Exchange (NYSE)
287062.0	550775.0	NASDAQ National Market
53280.0	351046.0	NASDAQ National Market
138681.0	284688.0	New York Stock Exchange (NYSE)
1052867.0	791569.0	New York Stock Exchange (NYSE)
932.0	14152.0	NASDAQ National Market
0.0	89756.0	NASDAQ National Market
210.0	102498.0	NYSE MKT
5264000.0	2433318.0	New York Stock Exchange (NYSE)
270028.0	1658267.0	NYSE MKT
291145.0	356475.0	NASDAQ National Market
4528613.0	1366311.0	New York Stock Exchange (NYSE)
396338.0	332484.0	New York Stock Exchange (NYSE)
335900.0	36991.0	NASDAQ National Market
184.0	77101.0	NASDAQ National Market
1029353.0	476510.0	NASDAQ National Market
49850.0	156357.0	NASDAQ National Market
4377676.0	2215546.0	NASDAQ National Market
5706000.0	4726569.0	New York Stock Exchange (NYSE)
0.0	314578.0	NASDAQ National Market
0.0	41972.0	NASDAQ National Market
943104.0	800016.0	NASDAQ National Market
66227.0	730688.0	NASDAQ National Market
51505.0	1808857.0	NASDAQ National Market
13755.0	36113.0	NASDAQ National Market
409221.0	3102708.0	New York Stock Exchange (NYSE)
14329135.0	8083655.0	New York Stock Exchange (NYSE)
46064.0	164247.0	NASDAQ National Market
27905.0	13735.0	NASDAQ National Market
0.0	159270.0	NASDAQ National Market
379801.0	436183.0	NASDAQ National Market
17500.0	15111.0	NASDAQ National Market
3304.0	72387.0	NYSE MKT
0.0	40115.0	NASDAQ National Market
1284500.0	4927147.0	NASDAQ National Market
331612.0	364316.0	NASDAQ National Market
55471.0	4837.0	NASDAQ National Market
2627500.0	5963838.0	New York Stock Exchange (NYSE)
0.0	17387.0	NASDAQ National Market
2639212.0	1783016.0	New York Stock Exchange (NYSE)
180029.0	170993.0	NASDAQ National Market
3422181.0	15732186.0	New York Stock Exchange (NYSE)
58351.0	251841.0	NASDAQ National Market
61568.0	370023.0	NASDAQ National Market
2960896.0	7844804.0	NASDAQ National Market
0.0	92674.0	NASDAQ National Market
1830800.0	3613882.0	New York Stock Exchange (NYSE)
2594000.0	5182038.0	New York Stock Exchange (NYSE)
1051490.0	1772525.0	NASDAQ National Market
2639600.0	5662549.0	New York Stock Exchange (NYSE)
0.0	334195.0	NASDAQ National Market
171993.0	53184.0	NASDAQ National Market
2129374.0	43779.0	New York Stock Exchange (NYSE)
37500.0	329210.0	New York Stock Exchange (NYSE)
76380.0	308272.0	NASDAQ National Market
10713.0	145213.0	NASDAQ National Market
439377.0	419850.0	NASDAQ National Market
248484.0	711928.0	New York Stock Exchange (NYSE)
48135.0	40901.0	NYSE MKT
2218032.0	10598651.0	New York Stock Exchange (NYSE)
276153.0	453994.0	New York Stock Exchange (NYSE)
1857998.0	2222500.0	New York Stock Exchange (NYSE)
0.0	73909.0	NASDAQ National Market
1700100.0	2367852.0	NASDAQ National Market
8082000.0	18916705.0	New York Stock Exchange (NYSE)
199862.0	158800.0	NYSE MKT
10282000.0	35435614.0	New York Stock Exchange (NYSE)
16560000.0	119038298.0	New York Stock Exchange (NYSE)
70074000.0	310987836.0	New York Stock Exchange (NYSE)
126025.0	604670.0	NASDAQ National Market
540112.0	1361709.0	New York Stock Exchange (NYSE)
411378.0	829097.0	NASDAQ National Market
18196.0	14167.0	NYSE MKT
3416000.0	16056793.0	New York Stock Exchange (NYSE)
567080.0	174432.0	NASDAQ National Market
10938500.0	40105284.0	NASDAQ National Market
1583789.0	266477.0	NASDAQ National Market
81702.0	32084.0	NASDAQ National Market
2502267.0	17972887.0	New York Stock Exchange (NYSE)
32115.0	15039.0	NYSE MKT
40536.0	25865.0	NASDAQ National Market
565004.0	2786031.0	New York Stock Exchange (NYSE)
28258.0	3584.0	NASDAQ National Market
2148480.0	247788.0	New York Stock Exchange (NYSE)
1550117.0	878100.0	NASDAQ National Market
7249993.0	6950357.0	New York Stock Exchange (NYSE)
81517.0	271755.0	New York Stock Exchange (NYSE)
587157.0	424830.0	New York Stock Exchange (NYSE)
78014.0	788672.0	New York Stock Exchange (NYSE)
65346.0	42560.0	NASDAQ National Market
959568.0	2287305.0	New York Stock Exchange (NYSE)
1141391.0	302819.0	NASDAQ National Market
39498000.0	156338070.0	New York Stock Exchange (NYSE)
976256.0	1969712.0	NASDAQ National Market
12391.0	72489.0	New York Stock Exchange (NYSE)
2427367.0	2133422.0	NASDAQ National Market
28252.0	70039.0	NASDAQ National Market
221513.0	86710.0	New York Stock Exchange (NYSE)
22488.0	31878.0	NASDAQ National Market
38889.0	39512.0	NYSE MKT
2733987.0	3031623.0	New York Stock Exchange (NYSE)
112500.0	377523.0	NASDAQ National Market
433326.0	1556712.0	New York Stock Exchange (NYSE)
634071.0	2426822.0	New York Stock Exchange (NYSE)
4105.0	3065.0	NASDAQ National Market
33109.0	24543.0	NYSE MKT
67110.0	156238.0	New York Stock Exchange (NYSE)
10415000.0	22534093.0	New York Stock Exchange (NYSE)
38581000.0	87132662.0	New York Stock Exchange (NYSE)
9256000.0	82440837.0	NASDAQ National Market
81685.0	147479.0	NASDAQ National Market
750422.0	555874.0	New York Stock Exchange (NYSE)
6156000.0	3061884.0	New York Stock Exchange (NYSE)
5568700.0	17905958.0	New York Stock Exchange (NYSE)
36250.0	1586788.0	NASDAQ National Market
350000.0	1074245.0	NASDAQ National Market
9432.0	6357.0	NASDAQ National Market
137620.0	476741.0	NASDAQ National Market
2115.0	12207.0	NASDAQ National Market
19284900.0	3346888.0	New York Stock Exchange (NYSE)
118804.0	1570010.0	NASDAQ National Market
521736.0	31165.0	NASDAQ National Market
250.0	740967.0	New York Stock Exchange (NYSE)
3000000.0	2133353.0	New York Stock Exchange (NYSE)
2688515.0	5079306.0	NASDAQ National Market
41784.0	68952.0	NASDAQ National Market
41470.0	99504.0	NASDAQ National Market
76323.0	18728.0	NYSE MKT
594883.0	2336879.0	New York Stock Exchange (NYSE)
711252.0	727444.0	New York Stock Exchange (NYSE)
3283.0	39770.0	NASDAQ National Market
1416979.0	2112583.0	New York Stock Exchange (NYSE)
93255.0	468335.0	NASDAQ National Market
1596777.0	302610.0	New York Stock Exchange (NYSE)
595126.0	2006409.0	NASDAQ National Market
4052.0	63686.0	NASDAQ National Market
3000000.0	9812793.0	New York Stock Exchange (NYSE)
750000.0	3829083.0	NASDAQ National Market
100756.0	40190.0	NASDAQ National Market
5621000.0	8543417.0	New York Stock Exchange (NYSE)
221690.0	452115.0	New York Stock Exchange (NYSE)
914128.0	3837618.0	New York Stock Exchange (NYSE)
108169.0	310007.0	NASDAQ National Market
32700.0	112140.0	NASDAQ National Market
11456.0	10892.0	NASDAQ National Market
1132232.0	778592.0	NASDAQ National Market
14509.0	11744.0	NASDAQ National Market
37500.0	99595.0	NASDAQ National Market
103288.0	328084.0	NASDAQ National Market
30143000.0	35156680.0	New York Stock Exchange (NYSE)
105484.0	10473.0	NASDAQ National Market
1637100.0	4583058.0	New York Stock Exchange (NYSE)
5326.0	13935.0	NYSE MKT
88549.0	1220542.0	NASDAQ National Market
23080.0	9418.0	NASDAQ National Market
2782.0	3486872.0	NASDAQ National Market
656808.0	847706.0	NASDAQ National Market
2420000.0	2296920.0	New York Stock Exchange (NYSE)
2226700.0	1478262.0	New York Stock Exchange (NYSE)
1666748.0	884017.0	New York Stock Exchange (NYSE)
7386626.0	14144937.0	New York Stock Exchange (NYSE)
406837.0	872753.0	New York Stock Exchange (NYSE)
37500.0	52211.0	NASDAQ National Market
737555.0	1153521.0	New York Stock Exchange (NYSE)
69739.0	36669.0	NASDAQ National Market
1411048.0	150710.0	NASDAQ National Market
1809690.0	7033269.0	New York Stock Exchange (NYSE)
12376744.0	26021938.0	New York Stock Exchange (NYSE)
1399800.0	5450124.0	New York Stock Exchange (NYSE)
47089.0	353719.0	NASDAQ National Market
9894900.0	30912574.0	New York Stock Exchange (NYSE)
1723092.0	511025.0	New York Stock Exchange (NYSE)
536471.0	876911.0	NASDAQ National Market
30736657.0	8127042.0	New York Stock Exchange (NYSE)
411378.0	415138.0	New York Stock Exchange (NYSE)
814204.0	5729420.0	New York Stock Exchange (NYSE)
3000000.0	8308625.0	NASDAQ National Market
2884603.0	1509652.0	NASDAQ National Market
517920.0	281291.0	NASDAQ National Market
112500.0	395854.0	NASDAQ National Market
93278.0	353113.0	NASDAQ National Market
3445134.0	3395243.0	NASDAQ National Market
1436849.0	2821433.0	NASDAQ National Market
9043451.0	12090304.0	New York Stock Exchange (NYSE)
802957.0	1909432.0	NASDAQ National Market
678203.0	2464952.0	NASDAQ National Market
26641.0	79281.0	NASDAQ National Market
62500.0	199838.0	NASDAQ National Market
48012.0	149419.0	NASDAQ National Market
2838358.0	1234478.0	NASDAQ National Market
131620000.0	206341697.0	New York Stock Exchange (NYSE)
84474.0	103291.0	NASDAQ National Market
191046.0	3175331.0	NASDAQ National Market
72659.0	272853.0	NASDAQ National Market
985494.0	119804.0	New York Stock Exchange (NYSE)
602631.0	2733740.0	New York Stock Exchange (NYSE)
4171248.0	4912533.0	New York Stock Exchange (NYSE)
898200.0	331794.0	NASDAQ National Market
57577.0	172790.0	NASDAQ National Market
3453434.0	10048368.0	New York Stock Exchange (NYSE)
155912.0	493961.0	NASDAQ National Market
62500.0	245059.0	NASDAQ National Market
49998.0	167490.0	NASDAQ National Market
20067.0	46148.0	NASDAQ National Market
53512.0	159865.0	NASDAQ National Market
20604.0	25040.0	NASDAQ National Market
3007976.0	7799839.0	New York Stock Exchange (NYSE)
6691100.0	7499527.0	New York Stock Exchange (NYSE)
58077.0	161265.0	NASDAQ National Market
1009513.0	2663383.0	New York Stock Exchange (NYSE)
885.0	14335.0	NASDAQ National Market
172940.0	248676.0	NASDAQ National Market
217262.0	2426755.0	New York Stock Exchange (NYSE)
2445669.0	2365837.0	New York Stock Exchange (NYSE)
7669000.0	26138988.0	New York Stock Exchange (NYSE)
2885322.0	4253060.0	New York Stock Exchange (NYSE)
26836.0	77715.0	NASDAQ National Market
1533.0	102814.0	NASDAQ National Market
2789497.0	27708.0	NASDAQ National Market
38326.0	425328.0	NASDAQ National Market
353232.0	305010.0	New York Stock Exchange (NYSE)
0.0	229367.0	NASDAQ National Market
625466.0	2550835.0	New York Stock Exchange (NYSE)
168446.0	324726.0	NYSE MKT
29447000.0	30461490.0	New York Stock Exchange (NYSE)
133421.0	367364.0	NASDAQ National Market
462609.0	797660.0	NASDAQ National Market
202998.0	256889.0	NASDAQ National Market
350000.0	1860754.0	NASDAQ National Market
2505512.0	2589149.0	New York Stock Exchange (NYSE)
135961803.0	15979727.0	New York Stock Exchange (NYSE)
896377.0	1628991.0	NASDAQ National Market
10486000.0	7972932.0	New York Stock Exchange (NYSE)
425411.0	1475558.0	New York Stock Exchange (NYSE)
63950.0	713052.0	New York Stock Exchange (NYSE)
808773.0	5479380.0	New York Stock Exchange (NYSE)
2876748.0	1361599.0	New York Stock Exchange (NYSE)
37500.0	172148.0	NASDAQ National Market
22534000.0	12296254.0	New York Stock Exchange (NYSE)
62500.0	371025.0	NASDAQ National Market
2339762.0	12637440.0	New York Stock Exchange (NYSE)
3000000.0	4513134.0	NASDAQ National Market
535004.0	745670.0	New York Stock Exchange (NYSE)
1426068.0	1808516.0	NASDAQ National Market
1130783.0	1860047.0	New York Stock Exchange (NYSE)
15330000.0	28894486.0	New York Stock Exchange (NYSE)
2100002.0	1778926.0	New York Stock Exchange (NYSE)
2647195.0	1942837.0	New York Stock Exchange (NYSE)
5741000.0	10934662.0	New York Stock Exchange (NYSE)
238480.0	179217.0	New York Stock Exchange (NYSE)
1797600.0	2021719.0	New York Stock Exchange (NYSE)
741961.0	1231312.0	NASDAQ National Market
1532.0	25233.0	NASDAQ National Market
655995.0	2809274.0	New York Stock Exchange (NYSE)
624523.0	116458.0	NASDAQ National Market
35462.0	4737.0	NASDAQ National Market
49471.0	58958.0	NASDAQ National Market
350000.0	833415.0	New York Stock Exchange (NYSE)
350000.0	904988.0	NASDAQ National Market
15225000.0	45058973.0	New York Stock Exchange (NYSE)
89506.0	257512.0	NASDAQ National Market
1688.0	52134.0	NASDAQ National Market
3307998.0	7016518.0	New York Stock Exchange (NYSE)
623595.0	126714.0	NASDAQ National Market
1346.0	68197.0	NASDAQ National Market
97977.0	451055.0	NASDAQ National Market
158.0	23654.0	NASDAQ National Market
7518487.0	2440567.0	New York Stock Exchange (NYSE)
180660.0	86357.0	NASDAQ National Market
3719600.0	1330963.0	New York Stock Exchange (NYSE)
6307900.0	15177006.0	New York Stock Exchange (NYSE)
470385.0	775450.0	New York Stock Exchange (NYSE)
772854.0	178505.0	NASDAQ National Market
2298100.0	3400673.0	New York Stock Exchange (NYSE)
82355.0	4518504.0	NASDAQ National Market
11574000.0	2105576.0	New York Stock Exchange (NYSE)
1970.0	8387.0	NYSE MKT
37500.0	176886.0	New York Stock Exchange (NYSE)
37500.0	42390.0	NASDAQ National Market
37500.0	373577.0	NASDAQ National Market
12625000.0	2412107.0	New York Stock Exchange (NYSE)
379801.0	1266214.0	NASDAQ National Market
62500.0	117381.0	NASDAQ National Market
28987000.0	31699353.0	NASDAQ National Market
1763336.0	15081838.0	New York Stock Exchange (NYSE)
173605.0	3547302.0	New York Stock Exchange (NYSE)
466498.0	134323.0	New York Stock Exchange (NYSE)
249115.0	352820.0	NASDAQ National Market
350000.0	2858579.0	New York Stock Exchange (NYSE)
1162.0	196102.0	NYSE MKT
4318800.0	3758943.0	NASDAQ National Market
14403000.0	39833275.0	New York Stock Exchange (NYSE)
2431.0	37615.0	NASDAQ National Market
13880000.0	151735662.0	New York Stock Exchange (NYSE)
12988700.0	6948973.0	NASDAQ National Market
2946900.0	629386.0	New York Stock Exchange (NYSE)
374110.0	231823.0	NASDAQ National Market
350018.0	256586.0	NASDAQ National Market
74977.0	149016.0	NASDAQ National Market
279.0	71299.0	NASDAQ National Market
4160200.0	4376154.0	New York Stock Exchange (NYSE)
1985800.0	4702864.0	New York Stock Exchange (NYSE)
7388000.0	6921057.0	NASDAQ National Market
104596.0	572821.0	New York Stock Exchange (NYSE)
112500.0	1059.0	NYSE MKT
192699.0	2032503.0	NASDAQ National Market
603700.0	2378382.0	New York Stock Exchange (NYSE)
56427.0	124106.0	NASDAQ National Market
42639.0	33925.0	NASDAQ National Market
794630.0	248573.0	New York Stock Exchange (NYSE)
32582.0	181814.0	NASDAQ National Market
872737.0	2810315.0	New York Stock Exchange (NYSE)
217534.0	100105.0	NYSE MKT
0.0	106776.0	NASDAQ National Market
59119.0	2022748.0	NASDAQ National Market
173640.0	1342576.0	NASDAQ National Market
0.0	316305.0	NASDAQ National Market
0.0	107307.0	NASDAQ National Market
18550.0	808148.0	NASDAQ National Market
1561372.0	6569915.0	New York Stock Exchange (NYSE)
313039.0	1522866.0	New York Stock Exchange (NYSE)
2585.0	115050.0	NASDAQ National Market
86729.0	683126.0	New York Stock Exchange (NYSE)
350000.0	725068.0	NASDAQ National Market
3143714.0	1853095.0	NASDAQ National Market
3167200.0	437198.0	New York Stock Exchange (NYSE)
8981800.0	2612102.0	New York Stock Exchange (NYSE)
24026.0	306477.0	NASDAQ National Market
262421.0	422494.0	New York Stock Exchange (NYSE)
1596800.0	1966684.0	New York Stock Exchange (NYSE)
2560.0	621439.0	NASDAQ National Market
7001.0	9223.0	NASDAQ National Market
112500.0	781175.0	NASDAQ National Market
0.0	334988.0	NASDAQ National Market
140.0	161505.0	NASDAQ National Market
1347100.0	6782409.0	New York Stock Exchange (NYSE)
322215.0	741762.0	New York Stock Exchange (NYSE)
0.0	43261.0	NASDAQ National Market
6250.0	368351.0	NASDAQ National Market
287183.0	97375.0	New York Stock Exchange (NYSE)
51952.0	76409.0	NASDAQ National Market
6060000.0	1787926.0	New York Stock Exchange (NYSE)
645528.0	665212.0	New York Stock Exchange (NYSE)
619264.0	822472.0	NASDAQ National Market
366798.0	599853.0	NASDAQ National Market
684000.0	6249271.0	NASDAQ National Market
526271.0	1391048.0	NASDAQ National Market
0.0	91654.0	NASDAQ National Market
45527.0	4145.0	NASDAQ National Market
0.0	368771.0	NASDAQ National Market
5155771.0	4179185.0	New York Stock Exchange (NYSE)
75315.0	182244.0	New York Stock Exchange (NYSE)
9510.0	253124.0	NASDAQ National Market
110391.0	1465784.0	New York Stock Exchange (NYSE)
15498400.0	20951188.0	NASDAQ National Market
990.0	26244.0	NASDAQ National Market
61.0	50867.0	NASDAQ National Market
2310.0	4717.0	NYSE MKT
88534.0	82073.0	NASDAQ National Market
28046.0	76433.0	NASDAQ National Market
150194.0	1293406.0	NASDAQ National Market
99892.0	640743.0	NASDAQ National Market
254216.0	963296.0	NASDAQ National Market
40394.0	150841.0	NYSE MKT
0.0	431532.0	NASDAQ National Market
3690575.0	2724090.0	NASDAQ National Market
697436.0	824560.0	NASDAQ National Market
0.0	70862.0	NASDAQ National Market
27309.0	880142.0	NASDAQ National Market
750000.0	1448755.0	New York Stock Exchange (NYSE)
563356.0	242692.0	NASDAQ National Market
644495.0	1591092.0	New York Stock Exchange (NYSE)
123470.0	29597.0	NYSE MKT
26565.0	131566.0	NASDAQ National Market
187296.0	870910.0	NASDAQ National Market
1851.0	59703.0	NYSE MKT
2350129.0	1139296.0	New York Stock Exchange (NYSE)
22189.0	250260.0	NASDAQ National Market
304606.0	653583.0	NASDAQ National Market
0.0	11740.0	NASDAQ National Market
750.0	1061890.0	NASDAQ National Market
22014.0	187524.0	NASDAQ National Market
291881.0	510599.0	NASDAQ National Market
2068010.0	13328867.0	NASDAQ National Market
1124111.0	102924.0	New York Stock Exchange (NYSE)
62500.0	402359.0	NASDAQ National Market
145272.0	389684.0	New York Stock Exchange (NYSE)
657856.0	34984.0	NASDAQ National Market
0.0	14079.0	NASDAQ National Market
73193.0	478539.0	New York Stock Exchange (NYSE)
11400.0	506367.0	NASDAQ National Market
276843.0	510079.0	NASDAQ National Market
0.0	99471.0	NASDAQ National Market
642989.0	1840906.0	New York Stock Exchange (NYSE)
250.0	345939.0	NASDAQ National Market
221975.0	1083332.0	New York Stock Exchange (NYSE)
