Revenue	MarketCap	Exchange
0.0	262506.0	NASDAQ National Market
0.0	231955.0	NASDAQ National Market
1020431.0	542851.0	NASDAQ National Market
208768.0	2245871.0	New York Stock Exchange (NYSE)
8071.0	31335.0	NYSE MKT
37500.0	231158.0	NASDAQ National Market
3159938.0	8439009.0	New York Stock Exchange (NYSE)
109576.0	371124.0	NYSE MKT
109973.0	476786.0	NASDAQ National Market
61377.0	254618.0	NASDAQ National Market
1576746.0	1275526.0	NASDAQ National Market
1397.0	34127.0	NASDAQ National Market
20759.0	306130.0	NASDAQ National Market
2.0	12035.0	NASDAQ National Market
1387344.0	391697.0	NASDAQ National Market
74510000.0	152028199.0	NASDAQ National Market
23587.0	11523.0	NASDAQ National Market
18097.0	1261412.0	NASDAQ National Market
11688461.0	36708059.0	New York Stock Exchange (NYSE)
173254.0	130812.0	New York Stock Exchange (NYSE)
255416.0	1103164.0	NASDAQ National Market
843101.0	3467759.0	New York Stock Exchange (NYSE)
373473.0	1052126.0	New York Stock Exchange (NYSE)
112525.0	195307.0	NASDAQ National Market
735877.0	4869690.0	New York Stock Exchange (NYSE)
239056.0	1354941.0	NASDAQ National Market
420609.0	1867919.0	NASDAQ National Market
582624.0	1405960.0	New York Stock Exchange (NYSE)
779804.0	1127863.0	NASDAQ National Market
3792.0	173937.0	NASDAQ National Market
841976.0	2069409.0	New York Stock Exchange (NYSE)
480807.0	351544.0	NASDAQ National Market
339522.0	146568.0	NASDAQ National Market
192164.0	1081133.0	New York Stock Exchange (NYSE)
563616.0	456203.0	New York Stock Exchange (NYSE)
430099.0	210817.0	New York Stock Exchange (NYSE)
175000.0	617984.0	New York Stock Exchange (NYSE)
112361.0	74211.0	NYSE MKT
144920.0	212330.0	NASDAQ National Market
1621562.0	1048116.0	New York Stock Exchange (NYSE)
154644.0	48541.0	New York Stock Exchange (NYSE)
152356000.0	48335118.0	New York Stock Exchange (NYSE)
192474.0	1381443.0	New York Stock Exchange (NYSE)
0.0	859202.0	New York Stock Exchange (NYSE)
236358.0	379409.0	New York Stock Exchange (NYSE)
5985.0	11267.0	NASDAQ National Market
3119516.0	2050543.0	NASDAQ National Market
341545.0	1506420.0	NASDAQ National Market
9672.0	166974.0	NASDAQ National Market
232178.0	164914.0	New York Stock Exchange (NYSE)
0.0	104776.0	NYSE MKT
3000000.0	2188299.0	NASDAQ National Market
13158.0	61507.0	NASDAQ National Market
770864.0	1797115.0	New York Stock Exchange (NYSE)
440333.0	732744.0	New York Stock Exchange (NYSE)
10149.0	103054.0	NYSE MKT
1371004.0	1569250.0	New York Stock Exchange (NYSE)
95895.0	1037408.0	New York Stock Exchange (NYSE)
81209.0	74079.0	NASDAQ National Market
72251000.0	18602503.0	New York Stock Exchange (NYSE)
978776.0	346899.0	New York Stock Exchange (NYSE)
93203.0	640148.0	NASDAQ National Market
5737619.0	7981868.0	New York Stock Exchange (NYSE)
106522.0	44369.0	NASDAQ National Market
9583.0	152179.0	NYSE MKT
520850.0	2824547.0	New York Stock Exchange (NYSE)
29772.0	47432.0	NASDAQ National Market
291197.0	823051.0	NASDAQ National Market
571.0	259683.0	NYSE MKT
17258.0	2347892.0	NASDAQ National Market
39802.0	111835.0	NASDAQ National Market
311810.0	350042.0	NASDAQ National Market
500888.0	962710.0	NASDAQ National Market
8378.0	304508.0	New York Stock Exchange (NYSE)
0.0	116973.0	NASDAQ National Market
109306.0	324104.0	New York Stock Exchange (NYSE)
175000.0	804391.0	NASDAQ National Market
1222840.0	3079740.0	New York Stock Exchange (NYSE)
98319.0	156893.0	New York Stock Exchange (NYSE)
333292.0	2349580.0	New York Stock Exchange (NYSE)
441222.0	90736.0	New York Stock Exchange (NYSE)
39411.0	313212.0	NASDAQ National Market
4690400.0	6950053.0	New York Stock Exchange (NYSE)
7011000.0	11750230.0	New York Stock Exchange (NYSE)
308578.0	656238.0	New York Stock Exchange (NYSE)
317.0	2008471.0	NASDAQ National Market
221491.0	728315.0	New York Stock Exchange (NYSE)
120209.0	129073.0	NASDAQ National Market
0.0	94777.0	NASDAQ National Market
344125.0	513695.0	NASDAQ National Market
680585.0	138406.0	New York Stock Exchange (NYSE)
0.0	2675641.0	NASDAQ National Market
238864.0	1325046.0	NASDAQ National Market
210908.0	1864796.0	NASDAQ National Market
4229322.0	1314534.0	New York Stock Exchange (NYSE)
162747.0	48245.0	NASDAQ National Market
325153.0	226382.0	NASDAQ National Market
819567.0	1453985.0	New York Stock Exchange (NYSE)
502598.0	579866.0	NASDAQ National Market
463455.0	1020737.0	New York Stock Exchange (NYSE)
2403906.0	23802149.0	New York Stock Exchange (NYSE)
216007.0	519394.0	NASDAQ National Market
69911.0	122502.0	NASDAQ National Market
218633.0	1459870.0	New York Stock Exchange (NYSE)
7300.0	935381.0	NASDAQ National Market
402278.0	59051.0	New York Stock Exchange (NYSE)
0.0	55119.0	NASDAQ National Market
275623.0	1823047.0	New York Stock Exchange (NYSE)
2192000.0	4147640.0	New York Stock Exchange (NYSE)
1399239.0	2451361.0	NASDAQ National Market
16802057.0	1551347.0	New York Stock Exchange (NYSE)
250.0	147741.0	NASDAQ National Market
7712.0	383252.0	NASDAQ National Market
162172.0	131810.0	NASDAQ National Market
84737.0	310137.0	NASDAQ National Market
30041.0	765842.0	NASDAQ National Market
1955709.0	450561.0	New York Stock Exchange (NYSE)
151203.0	748195.0	New York Stock Exchange (NYSE)
0.0	190360.0	NASDAQ National Market
39678000.0	30251930.0	New York Stock Exchange (NYSE)
3272.0	55330.0	NASDAQ National Market
99128.0	398072.0	NASDAQ National Market
1112000.0	4584279.0	New York Stock Exchange (NYSE)
0.0	1164255.0	NASDAQ National Market
3807828.0	5958045.0	NASDAQ National Market
11272000.0	20537688.0	New York Stock Exchange (NYSE)
40602.0	36882.0	NASDAQ National Market
0.0	1009360.0	NASDAQ National Market
316169.0	2096079.0	New York Stock Exchange (NYSE)
2538.0	6533.0	NASDAQ National Market
0.0	668822.0	New York Stock Exchange (NYSE)
0.0	707108.0	NASDAQ National Market
228137.0	10473.0	NASDAQ National Market
54269.0	247948.0	NASDAQ National Market
2580935.0	3866005.0	NASDAQ National Market
209286.0	211971.0	NASDAQ National Market
37988.0	61600.0	New York Stock Exchange (NYSE)
2921000.0	8362388.0	New York Stock Exchange (NYSE)
4925.0	101883.0	NASDAQ National Market
218657.0	33023.0	NASDAQ National Market
42126000.0	12161369.0	New York Stock Exchange (NYSE)
126951.0	298737.0	NASDAQ National Market
68429.0	526466.0	NYSE MKT
1256000.0	2560206.0	NASDAQ National Market
56887.0	17334.0	NASDAQ National Market
461637.0	112278.0	NASDAQ National Market
908994.0	189145.0	New York Stock Exchange (NYSE)
114071.0	754830.0	NASDAQ National Market
2729.0	137964.0	NYSE MKT
47164.0	88013.0	New York Stock Exchange (NYSE)
16935347.0	3200557.0	New York Stock Exchange (NYSE)
2932.0	72894.0	NASDAQ National Market
471000.0	1185798.0	New York Stock Exchange (NYSE)
81763.0	146075.0	New York Stock Exchange (NYSE)
-20234.0	78094.0	NASDAQ National Market
383861.0	86102.0	New York Stock Exchange (NYSE)
614134.0	6901659.0	New York Stock Exchange (NYSE)
4561030.0	6275863.0	New York Stock Exchange (NYSE)
109830000.0	34059717.0	New York Stock Exchange (NYSE)
6373000.0	3790101.0	New York Stock Exchange (NYSE)
76279000.0	216754598.0	New York Stock Exchange (NYSE)
5655000.0	16775453.0	New York Stock Exchange (NYSE)
772142.0	1103119.0	New York Stock Exchange (NYSE)
91833.0	4627.0	NYSE MKT
2989467.0	8452017.0	NASDAQ National Market
2620248.0	1552445.0	New York Stock Exchange (NYSE)
1543388.0	2150446.0	New York Stock Exchange (NYSE)
6366000.0	14471481.0	NASDAQ National Market
194830.0	817093.0	NASDAQ National Market
307857.0	280079.0	NASDAQ National Market
102531000.0	25462467.0	New York Stock Exchange (NYSE)
144560.0	396243.0	NASDAQ National Market
12154000.0	19493307.0	New York Stock Exchange (NYSE)
286420.0	1220475.0	NASDAQ National Market
1167800.0	804532.0	New York Stock Exchange (NYSE)
13249.0	130232.0	NYSE MKT
436488.0	382413.0	New York Stock Exchange (NYSE)
24519.0	15641.0	NYSE MKT
810772.0	1047785.0	NASDAQ National Market
3543200.0	6675850.0	New York Stock Exchange (NYSE)
350000.0	1430058.0	NYSE MKT
4476886.0	10174934.0	NASDAQ National Market
3384234.0	2311285.0	New York Stock Exchange (NYSE)
1418395.0	467066.0	New York Stock Exchange (NYSE)
715656.0	1201682.0	New York Stock Exchange (NYSE)
1725777.0	1371769.0	NASDAQ National Market
2132300.0	855140.0	NASDAQ National Market
18400.0	38501.0	NYSE MKT
5423.0	90840.0	NASDAQ National Market
269302.0	86342.0	NASDAQ National Market
6692900.0	976498.0	New York Stock Exchange (NYSE)
3016500.0	4252769.0	New York Stock Exchange (NYSE)
702400.0	1330959.0	New York Stock Exchange (NYSE)
6439746.0	12675587.0	New York Stock Exchange (NYSE)
28314.0	24202.0	NASDAQ National Market
1812722.0	2713833.0	NASDAQ National Market
3518680.0	1364703.0	New York Stock Exchange (NYSE)
199068.0	97706.0	NYSE MKT
5977000.0	6351274.0	New York Stock Exchange (NYSE)
548.0	34801.0	NASDAQ National Market
2950600.0	2715019.0	New York Stock Exchange (NYSE)
49076.0	168211.0	NASDAQ National Market
2578100.0	752413.0	New York Stock Exchange (NYSE)
248619.0	567442.0	NASDAQ National Market
3616700.0	924356.0	New York Stock Exchange (NYSE)
1349190.0	897176.0	NASDAQ National Market
2214.0	299949.0	New York Stock Exchange (NYSE)
521259.0	187917.0	NASDAQ National Market
1044768.0	6807779.0	New York Stock Exchange (NYSE)
595947.0	3314918.0	NASDAQ National Market
627.0	246994.0	NASDAQ National Market
303825.0	108001.0	NASDAQ National Market
30000000.0	59643563.0	New York Stock Exchange (NYSE)
1219753.0	731652.0	NASDAQ National Market
-1581.0	116020.0	NASDAQ National Market
3593031.0	3745953.0	NASDAQ National Market
22859000.0	101424557.0	New York Stock Exchange (NYSE)
212486.0	173953.0	NASDAQ National Market
796213.0	671039.0	NASDAQ National Market
136568.0	788351.0	New York Stock Exchange (NYSE)
1007221.0	307452.0	New York Stock Exchange (NYSE)
662408.0	3478886.0	New York Stock Exchange (NYSE)
96878.0	641105.0	New York Stock Exchange (NYSE)
120539.0	673503.0	New York Stock Exchange (NYSE)
341668.0	1672865.0	NASDAQ National Market
39507.0	31948.0	NASDAQ National Market
2544312.0	15432574.0	New York Stock Exchange (NYSE)
10763800.0	61945573.0	NASDAQ National Market
60826.0	98516.0	NASDAQ National Market
1382535.0	3430063.0	NASDAQ National Market
602833.0	936087.0	NASDAQ National Market
958202.0	977266.0	NASDAQ National Market
473054.0	77072.0	NASDAQ National Market
13136.0	6397.0	NASDAQ National Market
492625.0	943811.0	NASDAQ National Market
194.0	266.0	NASDAQ National Market
283703.0	2657830.0	NASDAQ National Market
4590.0	267421.0	NASDAQ National Market
1057.0	284580.0	NASDAQ National Market
42946.0	16748.0	NASDAQ National Market
630111.0	2432619.0	NASDAQ National Market
1353228.0	2295939.0	New York Stock Exchange (NYSE)
363650.0	97013.0	NASDAQ National Market
3540113.0	4409146.0	New York Stock Exchange (NYSE)
919597.0	1078179.0	NASDAQ National Market
19769.0	4002642.0	NASDAQ National Market
458913.0	1147967.0	NASDAQ National Market
233165.0	1054121.0	NASDAQ National Market
1023285.0	15432100.0	New York Stock Exchange (NYSE)
2177.0	63061.0	NASDAQ National Market
47833.0	10950.0	NASDAQ National Market
178513.0	475884.0	NASDAQ National Market
2802603.0	2680248.0	NASDAQ National Market
25526.0	12252.0	NASDAQ National Market
109066.0	256630.0	NASDAQ National Market
119279.0	19749.0	NASDAQ National Market
251519.0	706319.0	NASDAQ National Market
71483.0	149618.0	NASDAQ National Market
133226.0	158800.0	NASDAQ National Market
175850.0	26872.0	NASDAQ National Market
2720.0	4421.0	NASDAQ National Market
4050.0	610158.0	NASDAQ National Market
10189000.0	26284481.0	New York Stock Exchange (NYSE)
112500.0	681268.0	NASDAQ National Market
3172.0	385875.0	NASDAQ National Market
811113.0	2738823.0	NASDAQ National Market
2219762.0	21174721.0	NASDAQ National Market
11659.0	2631.0	NASDAQ National Market
590589.0	570157.0	NASDAQ National Market
24882.0	118616.0	NASDAQ National Market
61684.0	173424.0	NASDAQ National Market
402000.0	5447271.0	NASDAQ National Market
1341826.0	989282.0	NASDAQ National Market
1106552.0	440125.0	New York Stock Exchange (NYSE)
227898.0	1161579.0	NASDAQ National Market
908324.0	5019915.0	NASDAQ National Market
443533.0	126236.0	NASDAQ National Market
36158.0	172618.0	NASDAQ National Market
10762.0	221361.0	NASDAQ National Market
18114048.0	7338821.0	New York Stock Exchange (NYSE)
0.0	217420.0	NASDAQ National Market
77879.0	230909.0	NASDAQ National Market
856824.0	994167.0	NASDAQ National Market
71700.0	792026.0	New York Stock Exchange (NYSE)
14572000.0	10482523.0	NASDAQ National Market
0.0	272135.0	NASDAQ National Market
75921.0	75689.0	NASDAQ National Market
389446.0	171456.0	NASDAQ National Market
2119.0	151730.0	NASDAQ National Market
384320.0	330949.0	NASDAQ National Market
40572.0	775560.0	NASDAQ National Market
0.0	144395.0	NASDAQ National Market
159005.0	948768.0	NASDAQ National Market
654.0	9302.0	NASDAQ National Market
3151200.0	3627875.0	New York Stock Exchange (NYSE)
950108.0	113749.0	New York Stock Exchange (NYSE)
46131.0	208940.0	NASDAQ National Market
750000.0	4674775.0	NASDAQ National Market
136616.0	249251.0	NASDAQ National Market
14229.0	93981.0	NASDAQ National Market
34370.0	238095.0	NASDAQ National Market
2694200.0	7635528.0	New York Stock Exchange (NYSE)
2751561.0	1762869.0	New York Stock Exchange (NYSE)
2419300.0	1622149.0	New York Stock Exchange (NYSE)
1075341.0	1175352.0	New York Stock Exchange (NYSE)
1708300.0	1121392.0	New York Stock Exchange (NYSE)
16443000.0	7390586.0	NASDAQ National Market
406150.0	759816.0	NYSE MKT
5083000.0	9906976.0	New York Stock Exchange (NYSE)
12711744.0	15350995.0	New York Stock Exchange (NYSE)
2392225.0	747801.0	NASDAQ National Market
11339304.0	26989150.0	New York Stock Exchange (NYSE)
5692700.0	15465604.0	New York Stock Exchange (NYSE)
109301.0	53157.0	NYSE MKT
2872300.0	2649210.0	New York Stock Exchange (NYSE)
1688666.0	5041909.0	NASDAQ National Market
354666.0	221297.0	NASDAQ National Market
601538.0	426509.0	New York Stock Exchange (NYSE)
103514.0	268337.0	NASDAQ National Market
21086500.0	19384635.0	New York Stock Exchange (NYSE)
3859826.0	24729048.0	New York Stock Exchange (NYSE)
1175543.0	258749.0	NASDAQ National Market
1181704.0	7020676.0	New York Stock Exchange (NYSE)
1010293.0	3805982.0	NASDAQ National Market
72697.0	254166.0	NASDAQ National Market
7368.0	54937.0	NASDAQ National Market
817.0	52466.0	NASDAQ National Market
2013300.0	558507.0	New York Stock Exchange (NYSE)
915860.0	283540.0	New York Stock Exchange (NYSE)
3494.0	60007.0	NASDAQ National Market
6543100.0	2281188.0	New York Stock Exchange (NYSE)
62500.0	91652.0	NASDAQ National Market
825230.0	369277.0	NYSE MKT
1235778.0	3347290.0	New York Stock Exchange (NYSE)
4198495.0	1028172.0	NASDAQ National Market
423994.0	109778.0	NASDAQ National Market
3589.0	65078.0	NASDAQ National Market
644812.0	466833.0	New York Stock Exchange (NYSE)
727119.0	620492.0	NASDAQ National Market
1040160.0	785909.0	NASDAQ National Market
1028071.0	6303415.0	New York Stock Exchange (NYSE)
3377600.0	3178517.0	New York Stock Exchange (NYSE)
112500.0	366038.0	NASDAQ National Market
301495.0	311796.0	NASDAQ National Market
11948.0	193195.0	NASDAQ National Market
828709.0	867272.0	New York Stock Exchange (NYSE)
15026000.0	13794660.0	New York Stock Exchange (NYSE)
62500.0	290383.0	NASDAQ National Market
2535791.0	4143605.0	NASDAQ National Market
53090.0	6414.0	NYSE MKT
1463800.0	371586.0	NASDAQ National Market
3099.0	22434.0	NASDAQ National Market
838000.0	311571.0	New York Stock Exchange (NYSE)
1025272.0	483971.0	New York Stock Exchange (NYSE)
129755.0	493434.0	NASDAQ National Market
565.0	77097.0	NASDAQ National Market
152510.0	629966.0	New York Stock Exchange (NYSE)
7904.0	79203.0	NASDAQ National Market
2972901.0	1764868.0	New York Stock Exchange (NYSE)
0.0	358787.0	New York Stock Exchange (NYSE)
4222000.0	10849764.0	New York Stock Exchange (NYSE)
14673.0	21568.0	NYSE MKT
383553.0	292084.0	NASDAQ National Market
7997000.0	10243018.0	New York Stock Exchange (NYSE)
382310.0	590638.0	New York Stock Exchange (NYSE)
19110000.0	19291513.0	New York Stock Exchange (NYSE)
19958700.0	82776734.0	New York Stock Exchange (NYSE)
600868.0	431737.0	NASDAQ National Market
924923.0	1523917.0	NASDAQ National Market
186985.0	84500.0	NYSE MKT
920333.0	815873.0	NASDAQ National Market
249837.0	884045.0	NASDAQ National Market
9602000.0	11032570.0	New York Stock Exchange (NYSE)
219383.0	213856.0	NASDAQ National Market
1988200.0	3205723.0	New York Stock Exchange (NYSE)
22698.0	7622.0	NASDAQ National Market
1888888.0	765544.0	NASDAQ National Market
603079.0	1498011.0	NASDAQ National Market
237938.0	22443.0	NASDAQ National Market
262798.0	1061117.0	NASDAQ National Market
143686.0	446720.0	NASDAQ National Market
102996.0	490858.0	NASDAQ National Market
112500.0	821484.0	NASDAQ National Market
112500.0	490026.0	NASDAQ National Market
112500.0	298504.0	NASDAQ National Market
983968.0	460750.0	NASDAQ National Market
949432.0	8198889.0	New York Stock Exchange (NYSE)
7594411.0	6004061.0	NASDAQ National Market
66120.0	208424.0	NASDAQ National Market
70.0	161869.0	NASDAQ National Market
819350.0	321684.0	NASDAQ National Market
22833.0	105800.0	NASDAQ National Market
57992.0	201101.0	NASDAQ National Market
2434700.0	4093930.0	New York Stock Exchange (NYSE)
48231.0	113118.0	NASDAQ National Market
4651800.0	7755653.0	New York Stock Exchange (NYSE)
73147300.0	34367957.0	New York Stock Exchange (NYSE)
488849.0	136030.0	New York Stock Exchange (NYSE)
45948.0	44827.0	NYSE MKT
143013.0	132399.0	NASDAQ National Market
2655792.0	4946488.0	New York Stock Exchange (NYSE)
293461.0	67412.0	NASDAQ National Market
6394000.0	4145748.0	NASDAQ National Market
866982.0	1639781.0	NASDAQ National Market
110526.0	526302.0	NASDAQ National Market
838500.0	494406.0	New York Stock Exchange (NYSE)
3375.0	89728.0	NASDAQ National Market
142102.0	457943.0	New York Stock Exchange (NYSE)
1007029.0	1420832.0	NASDAQ National Market
689055.0	948226.0	New York Stock Exchange (NYSE)
212261.0	507395.0	New York Stock Exchange (NYSE)
20405000.0	57737674.0	New York Stock Exchange (NYSE)
9968000.0	23918500.0	New York Stock Exchange (NYSE)
4105700.0	4288654.0	New York Stock Exchange (NYSE)
770758.0	56666.0	New York Stock Exchange (NYSE)
36175.0	25529.0	NYSE MKT
1481026.0	2871731.0	New York Stock Exchange (NYSE)
11256800.0	3425784.0	NASDAQ National Market
768000.0	777527.0	New York Stock Exchange (NYSE)
5695000.0	12135003.0	New York Stock Exchange (NYSE)
1449900.0	1858087.0	New York Stock Exchange (NYSE)
9973384.0	13851454.0	New York Stock Exchange (NYSE)
1089048.0	645409.0	New York Stock Exchange (NYSE)
13405000.0	37856071.0	New York Stock Exchange (NYSE)
1506800.0	6026916.0	New York Stock Exchange (NYSE)
1776167.0	1325008.0	New York Stock Exchange (NYSE)
2010460.0	3699294.0	New York Stock Exchange (NYSE)
13880.0	3611.0	NYSE MKT
2038303.0	3474982.0	NASDAQ National Market
261402.0	163427.0	New York Stock Exchange (NYSE)
849826.0	52612.0	New York Stock Exchange (NYSE)
881100.0	1103326.0	New York Stock Exchange (NYSE)
136957.0	55548.0	NASDAQ National Market
5392400.0	8537618.0	New York Stock Exchange (NYSE)
275834.0	167353.0	NASDAQ National Market
3834343.0	4167034.0	New York Stock Exchange (NYSE)
136835.0	25449.0	NYSE MKT
1594300.0	852376.0	New York Stock Exchange (NYSE)
25413000.0	108195941.0	New York Stock Exchange (NYSE)
28436300.0	25297840.0	New York Stock Exchange (NYSE)
887245.0	419803.0	NASDAQ National Market
4392622.0	8525093.0	New York Stock Exchange (NYSE)
3397446.0	2478386.0	New York Stock Exchange (NYSE)
1419778.0	557231.0	NASDAQ National Market
8739000.0	23406153.0	New York Stock Exchange (NYSE)
12893000.0	34364899.0	New York Stock Exchange (NYSE)
5176241.0	2922318.0	New York Stock Exchange (NYSE)
37864000.0	15166911.0	New York Stock Exchange (NYSE)
3652000.0	2759283.0	NASDAQ National Market
531139.0	349869.0	NASDAQ National Market
1510400.0	1053917.0	New York Stock Exchange (NYSE)
4702600.0	16938873.0	NASDAQ National Market
59365.0	22519.0	NASDAQ National Market
5363046.0	1156232.0	NASDAQ National Market
112500.0	213090.0	NASDAQ National Market
36464.0	110733.0	NASDAQ National Market
33263000.0	53326282.0	New York Stock Exchange (NYSE)
1909943.0	1118850.0	New York Stock Exchange (NYSE)
84127.0	37283.0	NASDAQ National Market
1061681.0	437261.0	NASDAQ National Market
442898.0	1523269.0	NASDAQ National Market
3903100.0	1280556.0	New York Stock Exchange (NYSE)
1394771.0	334163.0	New York Stock Exchange (NYSE)
788800.0	3610993.0	NASDAQ National Market
3776000.0	4264753.0	New York Stock Exchange (NYSE)
1826598.0	7170606.0	NASDAQ National Market
10140000.0	888548.0	New York Stock Exchange (NYSE)
118587.0	150277.0	NASDAQ National Market
5915700.0	12809232.0	New York Stock Exchange (NYSE)
263354.0	51034.0	New York Stock Exchange (NYSE)
2020668.0	6340767.0	New York Stock Exchange (NYSE)
2309222.0	2698473.0	New York Stock Exchange (NYSE)
2985908.0	8284923.0	NASDAQ National Market
626245.0	3535824.0	NASDAQ National Market
3924116.0	14602875.0	NASDAQ National Market
867864.0	2557067.0	NASDAQ National Market
3495800.0	4006875.0	NASDAQ National Market
2317149.0	4871838.0	New York Stock Exchange (NYSE)
0.0	30372.0	NASDAQ National Market
814295.0	6206168.0	New York Stock Exchange (NYSE)
34453000.0	25337175.0	New York Stock Exchange (NYSE)
837179.0	2580009.0	NASDAQ National Market
152.0	420041.0	NASDAQ National Market
230237.0	24199.0	NASDAQ National Market
194857.0	58138.0	NASDAQ National Market
847273.0	393688.0	NASDAQ National Market
365762.0	2913008.0	New York Stock Exchange (NYSE)
2363139.0	3888083.0	NASDAQ National Market
1098700.0	2638845.0	New York Stock Exchange (NYSE)
3525595.0	1360254.0	NASDAQ National Market
2283800.0	2853397.0	New York Stock Exchange (NYSE)
919486.0	760285.0	New York Stock Exchange (NYSE)
163046.0	38315.0	NASDAQ National Market
5965671.0	5269632.0	New York Stock Exchange (NYSE)
308133.0	88551.0	NASDAQ National Market
1168679.0	73366.0	NASDAQ National Market
241443.0	655299.0	NASDAQ National Market
2515169.0	2569631.0	NASDAQ National Market
112623.0	23497.0	NASDAQ National Market
7192633.0	10178678.0	NASDAQ National Market
1216584.0	2594715.0	New York Stock Exchange (NYSE)
3597247.0	3522982.0	New York Stock Exchange (NYSE)
5741700.0	6430610.0	New York Stock Exchange (NYSE)
39912.0	104250.0	NASDAQ National Market
2493700.0	21184745.0	New York Stock Exchange (NYSE)
414097.0	1024403.0	NASDAQ National Market
21072.0	49046.0	NASDAQ National Market
119719.0	416679.0	NASDAQ National Market
1386393.0	2489918.0	NASDAQ National Market
6362700.0	6111596.0	New York Stock Exchange (NYSE)
141716.0	114843.0	NASDAQ National Market
23818.0	17370.0	NASDAQ National Market
3000000.0	33393273.0	NASDAQ National Market
786146.0	2678743.0	NASDAQ National Market
372849.0	338243.0	NASDAQ National Market
380537.0	4229579.0	New York Stock Exchange (NYSE)
1451600.0	0.0	New York Stock Exchange (NYSE)
0.0	213146.0	NASDAQ National Market
14165.0	46884.0	NASDAQ National Market
797088.0	4322872.0	New York Stock Exchange (NYSE)
91.0	1613875.0	NASDAQ National Market
20338.0	4555222.0	NYSE MKT
81789.0	157698.0	New York Stock Exchange (NYSE)
0.0	15631.0	NASDAQ National Market
230602.0	278979.0	NASDAQ National Market
2249885.0	1929479.0	New York Stock Exchange (NYSE)
405938.0	467667.0	New York Stock Exchange (NYSE)
930700.0	2394144.0	New York Stock Exchange (NYSE)
1631600.0	2889343.0	New York Stock Exchange (NYSE)
122518.0	176961.0	NASDAQ National Market
43387.0	38172.0	NYSE MKT
10664000.0	8912315.0	New York Stock Exchange (NYSE)
47011000.0	42016841.0	New York Stock Exchange (NYSE)
861452.0	829598.0	New York Stock Exchange (NYSE)
853586.0	2874033.0	New York Stock Exchange (NYSE)
1281250.0	1350968.0	New York Stock Exchange (NYSE)
175000.0	838070.0	NASDAQ National Market
112500.0	218095.0	NASDAQ National Market
51769.0	7881.0	NASDAQ National Market
13649.0	182206.0	NASDAQ National Market
172846.0	523418.0	New York Stock Exchange (NYSE)
6595200.0	24291438.0	New York Stock Exchange (NYSE)
4212800.0	308819.0	NASDAQ National Market
20468.0	35953.0	NASDAQ National Market
4055.0	78402.0	NASDAQ National Market
121944.0	663490.0	NASDAQ National Market
4633.0	116677.0	NASDAQ National Market
657634.0	2321175.0	New York Stock Exchange (NYSE)
88418.0	150515.0	New York Stock Exchange (NYSE)
614134.0	5858921.0	New York Stock Exchange (NYSE)
5161900.0	1495188.0	New York Stock Exchange (NYSE)
4912782.0	6023070.0	NASDAQ National Market
172731.0	71340.0	NASDAQ National Market
2542300.0	2185391.0	New York Stock Exchange (NYSE)
3015100.0	401462.0	New York Stock Exchange (NYSE)
1870297.0	2742620.0	NASDAQ National Market
149558000.0	52481672.0	New York Stock Exchange (NYSE)
6439000.0	8600998.0	New York Stock Exchange (NYSE)
7651973.0	1050331.0	NASDAQ National Market
13525000.0	26075090.0	New York Stock Exchange (NYSE)
118828.0	44663.0	NASDAQ National Market
1425395.0	1316653.0	New York Stock Exchange (NYSE)
3060000.0	1397882.0	New York Stock Exchange (NYSE)
2142200.0	1895496.0	NASDAQ National Market
1719300.0	679852.0	New York Stock Exchange (NYSE)
382125.0	193207.0	New York Stock Exchange (NYSE)
2691600.0	1793955.0	New York Stock Exchange (NYSE)
9946000.0	41799866.0	New York Stock Exchange (NYSE)
48778000.0	58589161.0	New York Stock Exchange (NYSE)
2887071.0	1707321.0	NASDAQ National Market
20891000.0	13264573.0	New York Stock Exchange (NYSE)
5518200.0	684683.0	NASDAQ National Market
2300488.0	1742007.0	New York Stock Exchange (NYSE)
2141463.0	3100370.0	NASDAQ National Market
7142000.0	10858688.0	New York Stock Exchange (NYSE)
20713.0	8796.0	NYSE MKT
17899196.0	3638301.0	New York Stock Exchange (NYSE)
2407000.0	8231297.0	New York Stock Exchange (NYSE)
825300.0	3786994.0	NASDAQ National Market
339017.0	1515799.0	NASDAQ National Market
1543618.0	4745523.0	NASDAQ National Market
115368.0	318730.0	NASDAQ National Market
557172.0	4157715.0	New York Stock Exchange (NYSE)
786955.0	100044.0	New York Stock Exchange (NYSE)
37500.0	66310.0	NASDAQ National Market
3366631.0	2086202.0	New York Stock Exchange (NYSE)
550414.0	217670.0	NASDAQ National Market
968612.0	3860120.0	NASDAQ National Market
283074.0	1842416.0	NASDAQ National Market
74405.0	42147.0	NASDAQ National Market
961494.0	1753727.0	New York Stock Exchange (NYSE)
2216528.0	6127803.0	New York Stock Exchange (NYSE)
863980.0	781531.0	NASDAQ National Market
6456000.0	11643608.0	New York Stock Exchange (NYSE)
674731.0	4541968.0	New York Stock Exchange (NYSE)
5981964.0	6526168.0	New York Stock Exchange (NYSE)
743617.0	5998878.0	New York Stock Exchange (NYSE)
132856.0	210526.0	NYSE MKT
69966.0	999644.0	New York Stock Exchange (NYSE)
718000.0	1365173.0	New York Stock Exchange (NYSE)
10337000.0	16186868.0	New York Stock Exchange (NYSE)
519643.0	905236.0	NASDAQ National Market
