18.087	25.526	0.100	359.309	0.100	0.100	19.662	0.100	0.100	105.917
0.100	166.101	0.100	175.718	0.100	0.100	0.100	0.100	0.100	33.481
8.942	13.843	0.100	0.100	0.100	0.100	166.363	0.100	0.100	5.253
25.784	146.599	0.100	127.287	0.100	34.373	55.073	0.100	0.100	728.484
10.195	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	223.005
215.051	106.277	0.100	343.499	0.100	30.973	53.452	0.100	0.100	360.348
26.583	12.688	0.100	130.082	0.100	0.100	18.522	0.100	0.100	6.624
41.635	75.229	0.100	0.100	0.100	28.217	83.362	0.100	0.100	70.056
0.100	169.560	0.100	167.658	0.100	0.100	0.100	0.100	0.100	38.082
6.940	235.766	0.100	0.100	0.100	0.100	0.100	0.100	0.100	25.594
8.882	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	233.318
103.689	163.264	0.100	192.432	118.085	28.173	102.102	0.100	0.100	357.956
121.068	23.691	0.100	0.100	0.100	0.100	4.303	0.100	0.100	91.337
239.989	17.006	0.100	62.142	0.100	0.100	0.100	0.100	0.100	74.263
136.855	18.345	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
0.100	0.100	0.100	7.995	94.421	0.100	0.100	0.100	0.100	57.884
0.100	18.577	0.100	123.067	0.100	30.950	23.871	0.286	62.756	196.193
0.100	14.010	0.100	60.389	0.100	0.100	0.100	153.158	0.100	142.843
0.100	0.100	0.100	15.150	0.100	0.100	0.100	0.100	0.100	240.050
0.100	0.100	0.100	207.415	0.100	0.100	0.100	0.100	0.100	20.784
0.100	274.682	0.100	84.814	0.100	28.740	2.019	0.100	0.100	177.245
0.324	144.653	0.100	364.517	0.100	29.918	116.194	0.100	0.100	110.994
0.100	51.092	41.222	150.355	0.100	41.827	29.882	32.217	0.100	218.105
54.172	221.950	0.100	210.887	0.100	9.984	90.309	156.278	0.100	302.121
20.967	377.133	0.100	12.965	0.100	29.958	0.100	0.100	0.100	40.477
0.100	0.100	0.100	0.100	0.100	42.994	0.100	0.100	0.100	153.206
0.100	15.134	0.100	0.100	0.100	180.977	0.100	0.100	0.100	31.189
0.100	0.100	0.100	2.199	0.100	0.979	29.724	0.100	69.845	43.753
0.100	0.100	0.100	21.399	0.100	0.100	147.082	0.100	0.100	43.819
0.100	159.883	0.100	6.032	0.100	0.100	12.332	0.100	0.100	79.154
0.100	118.983	0.100	7.796	0.100	150.011	0.100	0.100	0.100	21.611
0.100	40.094	0.100	11.587	0.100	174.345	0.100	24.260	0.100	35.213
0.100	295.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
0.100	249.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
178.440	21.476	0.100	0.100	10.182	0.100	13.547	0.100	0.100	23.855
105.347	0.100	0.100	0.100	0.100	60.853	0.100	0.100	0.100	0.100
